'[00:00:00.201 01/01/2011]',6.200
'[00:00:00.202 01/01/2011]',6.400
'[00:00:00.203 01/01/2011]',6.500
'[00:00:00.204 01/01/2011]',6.600
'[00:00:00.205 01/01/2011]',6.600
'[00:00:00.206 01/01/2011]',7.000
'[00:00:00.207 01/01/2011]',7.700
'[00:00:00.208 01/01/2011]',8.800
'[00:00:00.209 01/01/2011]',9.900
'[00:00:00.210 01/01/2011]',10.600
'[00:00:00.211 01/01/2011]',10.600
'[00:00:00.212 01/01/2011]',10.000
'[00:00:00.213 01/01/2011]',9.100
'[00:00:00.214 01/01/2011]',8.300
'[00:00:00.215 01/01/2011]',7.900
'[00:00:00.216 01/01/2011]',8.000
'[00:00:00.217 01/01/2011]',8.300
'[00:00:00.218 01/01/2011]',8.700
'[00:00:00.219 01/01/2011]',9.200
'[00:00:00.220 01/01/2011]',9.700
'[00:00:00.221 01/01/2011]',10.300
'[00:00:00.222 01/01/2011]',10.700
'[00:00:00.223 01/01/2011]',10.500
'[00:00:00.224 01/01/2011]',9.600
'[00:00:00.225 01/01/2011]',8.500
'[00:00:00.226 01/01/2011]',7.800
'[00:00:00.227 01/01/2011]',8.100
'[00:00:00.228 01/01/2011]',9.400
'[00:00:00.229 01/01/2011]',11.100
'[00:00:00.230 01/01/2011]',12.300
'[00:00:00.231 01/01/2011]',12.400
'[00:00:00.232 01/01/2011]',11.500
'[00:00:00.233 01/01/2011]',10.400
'[00:00:00.234 01/01/2011]',9.600
'[00:00:00.235 01/01/2011]',9.700
'[00:00:00.236 01/01/2011]',10.200
'[00:00:00.237 01/01/2011]',10.700
'[00:00:00.238 01/01/2011]',10.800
'[00:00:00.239 01/01/2011]',10.600
'[00:00:00.240 01/01/2011]',10.300
'[00:00:00.241 01/01/2011]',10.400
'[00:00:00.242 01/01/2011]',10.800
'[00:00:00.243 01/01/2011]',11.100
'[00:00:00.244 01/01/2011]',11.000
'[00:00:00.245 01/01/2011]',10.400
'[00:00:00.246 01/01/2011]',9.700
'[00:00:00.247 01/01/2011]',9.400
'[00:00:00.248 01/01/2011]',9.900
'[00:00:00.249 01/01/2011]',11.000
'[00:00:00.250 01/01/2011]',12.300
'[00:00:00.251 01/01/2011]',13.300
'[00:00:00.252 01/01/2011]',13.800
'[00:00:00.253 01/01/2011]',13.700
'[00:00:00.254 01/01/2011]',13.100
'[00:00:00.255 01/01/2011]',12.300
'[00:00:00.256 01/01/2011]',11.500
'[00:00:00.257 01/01/2011]',10.900
'[00:00:00.258 01/01/2011]',10.500
'[00:00:00.259 01/01/2011]',10.400
'[00:00:00.260 01/01/2011]',10.400
'[00:00:00.261 01/01/2011]',10.500
'[00:00:00.262 01/01/2011]',10.600
'[00:00:00.263 01/01/2011]',10.700
'[00:00:00.264 01/01/2011]',10.900
'[00:00:00.265 01/01/2011]',11.200
'[00:00:00.266 01/01/2011]',11.400
'[00:00:00.267 01/01/2011]',11.400
'[00:00:00.268 01/01/2011]',11.100
'[00:00:00.269 01/01/2011]',10.800
'[00:00:00.270 01/01/2011]',10.700
'[00:00:00.271 01/01/2011]',11.000
'[00:00:00.272 01/01/2011]',11.700
'[00:00:00.273 01/01/2011]',12.500
'[00:00:00.274 01/01/2011]',12.800
'[00:00:00.275 01/01/2011]',12.400
'[00:00:00.276 01/01/2011]',11.100
'[00:00:00.277 01/01/2011]',9.500
'[00:00:00.278 01/01/2011]',8.000
'[00:00:00.279 01/01/2011]',7.100
'[00:00:00.280 01/01/2011]',7.000
'[00:00:00.281 01/01/2011]',7.600
'[00:00:00.282 01/01/2011]',8.500
'[00:00:00.283 01/01/2011]',9.700
'[00:00:00.284 01/01/2011]',10.700
'[00:00:00.285 01/01/2011]',11.400
'[00:00:00.286 01/01/2011]',11.400
'[00:00:00.287 01/01/2011]',10.600
'[00:00:00.288 01/01/2011]',9.300
'[00:00:00.289 01/01/2011]',7.800
'[00:00:00.290 01/01/2011]',6.700
'[00:00:00.291 01/01/2011]',6.400
'[00:00:00.292 01/01/2011]',6.900
'[00:00:00.293 01/01/2011]',7.900
'[00:00:00.294 01/01/2011]',8.800
'[00:00:00.295 01/01/2011]',9.200
'[00:00:00.296 01/01/2011]',9.200
'[00:00:00.297 01/01/2011]',8.800
'[00:00:00.298 01/01/2011]',8.400
'[00:00:00.299 01/01/2011]',8.200
'[00:00:00.300 01/01/2011]',8.300
'[00:00:00.301 01/01/2011]',8.500
'[00:00:00.302 01/01/2011]',8.600
'[00:00:00.303 01/01/2011]',8.400
'[00:00:00.304 01/01/2011]',7.900
'[00:00:00.305 01/01/2011]',7.400
'[00:00:00.306 01/01/2011]',7.200
'[00:00:00.307 01/01/2011]',7.400
'[00:00:00.308 01/01/2011]',8.000
'[00:00:00.309 01/01/2011]',8.700
'[00:00:00.310 01/01/2011]',9.100
'[00:00:00.311 01/01/2011]',8.800
'[00:00:00.312 01/01/2011]',8.000
'[00:00:00.313 01/01/2011]',7.100
'[00:00:00.314 01/01/2011]',6.800
'[00:00:00.315 01/01/2011]',7.200
'[00:00:00.316 01/01/2011]',8.100
'[00:00:00.317 01/01/2011]',9.000
'[00:00:00.318 01/01/2011]',9.200
'[00:00:00.319 01/01/2011]',8.600
'[00:00:00.320 01/01/2011]',7.600
'[00:00:00.321 01/01/2011]',6.700
'[00:00:00.322 01/01/2011]',6.500
'[00:00:00.323 01/01/2011]',7.000
'[00:00:00.324 01/01/2011]',7.700
'[00:00:00.325 01/01/2011]',8.200
'[00:00:00.326 01/01/2011]',8.200
'[00:00:00.327 01/01/2011]',8.000
'[00:00:00.328 01/01/2011]',7.800
'[00:00:00.329 01/01/2011]',7.900
'[00:00:00.330 01/01/2011]',8.400
'[00:00:00.331 01/01/2011]',9.000
'[00:00:00.332 01/01/2011]',9.300
'[00:00:00.333 01/01/2011]',9.100
'[00:00:00.334 01/01/2011]',8.600
'[00:00:00.335 01/01/2011]',7.800
'[00:00:00.336 01/01/2011]',7.000
'[00:00:00.337 01/01/2011]',6.200
'[00:00:00.338 01/01/2011]',5.600
'[00:00:00.339 01/01/2011]',5.200
'[00:00:00.340 01/01/2011]',5.100
'[00:00:00.341 01/01/2011]',5.100
'[00:00:00.342 01/01/2011]',5.100
'[00:00:00.343 01/01/2011]',5.100
'[00:00:00.344 01/01/2011]',4.800
'[00:00:00.345 01/01/2011]',4.300
'[00:00:00.346 01/01/2011]',3.800
'[00:00:00.347 01/01/2011]',3.500
'[00:00:00.348 01/01/2011]',3.600
'[00:00:00.349 01/01/2011]',3.700
'[00:00:00.350 01/01/2011]',3.600
'[00:00:00.351 01/01/2011]',3.000
'[00:00:00.352 01/01/2011]',1.600
'[00:00:00.353 01/01/2011]',0.000
'[00:00:00.354 01/01/2011]',-1.500
'[00:00:00.355 01/01/2011]',-2.100
'[00:00:00.356 01/01/2011]',-1.700
'[00:00:00.357 01/01/2011]',-0.500
'[00:00:00.358 01/01/2011]',0.800
'[00:00:00.359 01/01/2011]',1.500
'[00:00:00.360 01/01/2011]',1.200
'[00:00:00.361 01/01/2011]',0.300
'[00:00:00.362 01/01/2011]',-0.900
'[00:00:00.363 01/01/2011]',-1.600
'[00:00:00.364 01/01/2011]',-1.600
'[00:00:00.365 01/01/2011]',-1.300
'[00:00:00.366 01/01/2011]',-1.000
'[00:00:00.367 01/01/2011]',-1.300
'[00:00:00.368 01/01/2011]',-2.300
'[00:00:00.369 01/01/2011]',-3.700
'[00:00:00.370 01/01/2011]',-5.000
'[00:00:00.371 01/01/2011]',-5.700
'[00:00:00.372 01/01/2011]',-5.700
'[00:00:00.373 01/01/2011]',-5.100
'[00:00:00.374 01/01/2011]',-4.100
'[00:00:00.375 01/01/2011]',-3.400
'[00:00:00.376 01/01/2011]',-3.200
'[00:00:00.377 01/01/2011]',-3.800
'[00:00:00.378 01/01/2011]',-5.000
'[00:00:00.379 01/01/2011]',-6.500
'[00:00:00.380 01/01/2011]',-7.700
'[00:00:00.381 01/01/2011]',-8.400
'[00:00:00.382 01/01/2011]',-8.500
'[00:00:00.383 01/01/2011]',-8.500
'[00:00:00.384 01/01/2011]',-8.700
'[00:00:00.385 01/01/2011]',-9.600
'[00:00:00.386 01/01/2011]',-11.100
'[00:00:00.387 01/01/2011]',-13.100
'[00:00:00.388 01/01/2011]',-15.200
'[00:00:00.389 01/01/2011]',-16.900
'[00:00:00.390 01/01/2011]',-17.800
'[00:00:00.391 01/01/2011]',-17.900
'[00:00:00.392 01/01/2011]',-17.200
'[00:00:00.393 01/01/2011]',-16.400
'[00:00:00.394 01/01/2011]',-16.100
'[00:00:00.395 01/01/2011]',-16.600
'[00:00:00.396 01/01/2011]',-18.200
'[00:00:00.397 01/01/2011]',-20.400
'[00:00:00.398 01/01/2011]',-22.500
'[00:00:00.399 01/01/2011]',-23.900
'[00:00:00.400 01/01/2011]',-24.400
'[00:00:00.401 01/01/2011]',-24.300
'[00:00:00.402 01/01/2011]',-24.100
'[00:00:00.403 01/01/2011]',-24.500
'[00:00:00.404 01/01/2011]',-25.600
'[00:00:00.405 01/01/2011]',-27.100
'[00:00:00.406 01/01/2011]',-28.600
'[00:00:00.407 01/01/2011]',-29.600
'[00:00:00.408 01/01/2011]',-30.000
'[00:00:00.409 01/01/2011]',-30.000
'[00:00:00.410 01/01/2011]',-30.200
'[00:00:00.411 01/01/2011]',-30.900
'[00:00:00.412 01/01/2011]',-32.200
'[00:00:00.413 01/01/2011]',-33.701
'[00:00:00.414 01/01/2011]',-34.901
'[00:00:00.415 01/01/2011]',-35.201
'[00:00:00.416 01/01/2011]',-35.001
'[00:00:00.417 01/01/2011]',-34.901
'[00:00:00.418 01/01/2011]',-35.401
'[00:00:00.419 01/01/2011]',-37.001
'[00:00:00.420 01/01/2011]',-39.001
'[00:00:00.421 01/01/2011]',-40.601
'[00:00:00.422 01/01/2011]',-41.001
'[00:00:00.423 01/01/2011]',-40.501
'[00:00:00.424 01/01/2011]',-39.701
'[00:00:00.425 01/01/2011]',-39.801
'[00:00:00.426 01/01/2011]',-41.101
'[00:00:00.427 01/01/2011]',-43.201
'[00:00:00.428 01/01/2011]',-45.101
'[00:00:00.429 01/01/2011]',-45.701
'[00:00:00.430 01/01/2011]',-45.001
'[00:00:00.431 01/01/2011]',-43.901
'[00:00:00.432 01/01/2011]',-43.401
'[00:00:00.433 01/01/2011]',-44.101
'[00:00:00.434 01/01/2011]',-45.801
'[00:00:00.435 01/01/2011]',-47.601
'[00:00:00.436 01/01/2011]',-48.801
'[00:00:00.437 01/01/2011]',-49.001
'[00:00:00.438 01/01/2011]',-48.701
'[00:00:00.439 01/01/2011]',-48.501
'[00:00:00.440 01/01/2011]',-48.901
'[00:00:00.441 01/01/2011]',-50.001
'[00:00:00.442 01/01/2011]',-51.301
'[00:00:00.443 01/01/2011]',-52.601
'[00:00:00.444 01/01/2011]',-53.301
'[00:00:00.445 01/01/2011]',-53.401
'[00:00:00.446 01/01/2011]',-52.801
'[00:00:00.447 01/01/2011]',-51.601
'[00:00:00.448 01/01/2011]',-50.201
'[00:00:00.449 01/01/2011]',-49.201
'[00:00:00.450 01/01/2011]',-49.101
'[00:00:00.451 01/01/2011]',-50.001
'[00:00:00.452 01/01/2011]',-51.401
'[00:00:00.453 01/01/2011]',-52.801
'[00:00:00.454 01/01/2011]',-53.501
'[00:00:00.455 01/01/2011]',-53.401
'[00:00:00.456 01/01/2011]',-52.901
'[00:00:00.457 01/01/2011]',-52.401
'[00:00:00.458 01/01/2011]',-52.301
'[00:00:00.459 01/01/2011]',-52.801
'[00:00:00.460 01/01/2011]',-53.401
'[00:00:00.461 01/01/2011]',-54.001
'[00:00:00.462 01/01/2011]',-54.501
'[00:00:00.463 01/01/2011]',-54.901
'[00:00:00.464 01/01/2011]',-55.401
'[00:00:00.465 01/01/2011]',-55.801
'[00:00:00.466 01/01/2011]',-56.001
'[00:00:00.467 01/01/2011]',-56.101
'[00:00:00.468 01/01/2011]',-55.901
'[00:00:00.469 01/01/2011]',-55.801
'[00:00:00.470 01/01/2011]',-55.901
'[00:00:00.471 01/01/2011]',-56.201
'[00:00:00.472 01/01/2011]',-56.301
'[00:00:00.473 01/01/2011]',-55.901
'[00:00:00.474 01/01/2011]',-55.101
'[00:00:00.475 01/01/2011]',-54.001
'[00:00:00.476 01/01/2011]',-52.901
'[00:00:00.477 01/01/2011]',-52.201
'[00:00:00.478 01/01/2011]',-52.001
'[00:00:00.479 01/01/2011]',-52.201
'[00:00:00.480 01/01/2011]',-52.701
'[00:00:00.481 01/01/2011]',-53.201
'[00:00:00.482 01/01/2011]',-54.001
'[00:00:00.483 01/01/2011]',-54.901
'[00:00:00.484 01/01/2011]',-55.801
'[00:00:00.485 01/01/2011]',-56.401
'[00:00:00.486 01/01/2011]',-56.501
'[00:00:00.487 01/01/2011]',-55.901
'[00:00:00.488 01/01/2011]',-54.701
'[00:00:00.489 01/01/2011]',-53.601
'[00:00:00.490 01/01/2011]',-52.801
'[00:00:00.491 01/01/2011]',-52.601
'[00:00:00.492 01/01/2011]',-52.701
'[00:00:00.493 01/01/2011]',-52.801
'[00:00:00.494 01/01/2011]',-52.301
'[00:00:00.495 01/01/2011]',-51.301
'[00:00:00.496 01/01/2011]',-50.201
'[00:00:00.497 01/01/2011]',-49.501
'[00:00:00.498 01/01/2011]',-49.501
'[00:00:00.499 01/01/2011]',-50.301
'[00:00:00.500 01/01/2011]',-51.401
'[00:00:00.501 01/01/2011]',-52.201
'[00:00:00.502 01/01/2011]',-52.501
'[00:00:00.503 01/01/2011]',-52.501
'[00:00:00.504 01/01/2011]',-52.601
'[00:00:00.505 01/01/2011]',-53.101
'[00:00:00.506 01/01/2011]',-53.901
'[00:00:00.507 01/01/2011]',-54.601
'[00:00:00.508 01/01/2011]',-54.801
'[00:00:00.509 01/01/2011]',-54.601
'[00:00:00.510 01/01/2011]',-54.301
'[00:00:00.511 01/01/2011]',-54.401
'[00:00:00.512 01/01/2011]',-55.201
'[00:00:00.513 01/01/2011]',-56.601
'[00:00:00.514 01/01/2011]',-58.001
'[00:00:00.515 01/01/2011]',-58.801
'[00:00:00.516 01/01/2011]',-58.901
'[00:00:00.517 01/01/2011]',-58.401
'[00:00:00.518 01/01/2011]',-57.901
'[00:00:00.519 01/01/2011]',-58.001
'[00:00:00.520 01/01/2011]',-58.901
'[00:00:00.521 01/01/2011]',-60.401
'[00:00:00.522 01/01/2011]',-62.001
'[00:00:00.523 01/01/2011]',-63.201
'[00:00:00.524 01/01/2011]',-63.701
'[00:00:00.525 01/01/2011]',-63.501
'[00:00:00.526 01/01/2011]',-62.601
'[00:00:00.527 01/01/2011]',-61.301
'[00:00:00.528 01/01/2011]',-59.601
'[00:00:00.529 01/01/2011]',-57.601
'[00:00:00.530 01/01/2011]',-55.701
'[00:00:00.531 01/01/2011]',-54.001
'[00:00:00.532 01/01/2011]',-52.801
'[00:00:00.533 01/01/2011]',-52.001
'[00:00:00.534 01/01/2011]',-51.601
'[00:00:00.535 01/01/2011]',-51.101
'[00:00:00.536 01/01/2011]',-50.301
'[00:00:00.537 01/01/2011]',-49.201
'[00:00:00.538 01/01/2011]',-47.901
'[00:00:00.539 01/01/2011]',-46.901
'[00:00:00.540 01/01/2011]',-46.201
'[00:00:00.541 01/01/2011]',-45.901
'[00:00:00.542 01/01/2011]',-45.401
'[00:00:00.543 01/01/2011]',-44.701
'[00:00:00.544 01/01/2011]',-43.701
'[00:00:00.545 01/01/2011]',-42.601
'[00:00:00.546 01/01/2011]',-42.101
'[00:00:00.547 01/01/2011]',-42.501
'[00:00:00.548 01/01/2011]',-44.001
'[00:00:00.549 01/01/2011]',-45.901
'[00:00:00.550 01/01/2011]',-47.601
'[00:00:00.551 01/01/2011]',-48.401
'[00:00:00.552 01/01/2011]',-48.101
'[00:00:00.553 01/01/2011]',-47.001
'[00:00:00.554 01/01/2011]',-46.101
'[00:00:00.555 01/01/2011]',-45.901
'[00:00:00.556 01/01/2011]',-46.901
'[00:00:00.557 01/01/2011]',-48.701
'[00:00:00.558 01/01/2011]',-50.701
'[00:00:00.559 01/01/2011]',-52.101
'[00:00:00.560 01/01/2011]',-52.401
'[00:00:00.561 01/01/2011]',-51.601
'[00:00:00.562 01/01/2011]',-50.201
'[00:00:00.563 01/01/2011]',-48.701
'[00:00:00.564 01/01/2011]',-48.001
'[00:00:00.565 01/01/2011]',-48.101
'[00:00:00.566 01/01/2011]',-48.901
'[00:00:00.567 01/01/2011]',-49.901
'[00:00:00.568 01/01/2011]',-50.501
'[00:00:00.569 01/01/2011]',-50.501
'[00:00:00.570 01/01/2011]',-49.901
'[00:00:00.571 01/01/2011]',-48.901
'[00:00:00.572 01/01/2011]',-47.901
'[00:00:00.573 01/01/2011]',-47.001
'[00:00:00.574 01/01/2011]',-46.001
'[00:00:00.575 01/01/2011]',-45.001
'[00:00:00.576 01/01/2011]',-44.201
'[00:00:00.577 01/01/2011]',-43.901
'[00:00:00.578 01/01/2011]',-44.401
'[00:00:00.579 01/01/2011]',-45.501
'[00:00:00.580 01/01/2011]',-46.301
'[00:00:00.581 01/01/2011]',-46.201
'[00:00:00.582 01/01/2011]',-44.701
'[00:00:00.583 01/01/2011]',-42.101
'[00:00:00.584 01/01/2011]',-39.101
'[00:00:00.585 01/01/2011]',-36.901
'[00:00:00.586 01/01/2011]',-35.701
'[00:00:00.587 01/01/2011]',-35.401
'[00:00:00.588 01/01/2011]',-35.301
'[00:00:00.589 01/01/2011]',-34.501
'[00:00:00.590 01/01/2011]',-33.101
'[00:00:00.591 01/01/2011]',-31.500
'[00:00:00.592 01/01/2011]',-30.500
'[00:00:00.593 01/01/2011]',-30.400
'[00:00:00.594 01/01/2011]',-31.100
'[00:00:00.595 01/01/2011]',-31.800
'[00:00:00.596 01/01/2011]',-31.800
'[00:00:00.597 01/01/2011]',-30.600
'[00:00:00.598 01/01/2011]',-28.500
'[00:00:00.599 01/01/2011]',-26.400
'[00:00:00.600 01/01/2011]',-24.900
'[00:00:00.601 01/01/2011]',-24.500
'[00:00:00.602 01/01/2011]',-24.900
'[00:00:00.603 01/01/2011]',-25.500
'[00:00:00.604 01/01/2011]',-25.500
'[00:00:00.605 01/01/2011]',-24.600
'[00:00:00.606 01/01/2011]',-22.900
'[00:00:00.607 01/01/2011]',-21.100
'[00:00:00.608 01/01/2011]',-19.800
'[00:00:00.609 01/01/2011]',-19.300
'[00:00:00.610 01/01/2011]',-19.700
'[00:00:00.611 01/01/2011]',-20.500
'[00:00:00.612 01/01/2011]',-21.300
'[00:00:00.613 01/01/2011]',-22.000
'[00:00:00.614 01/01/2011]',-22.500
'[00:00:00.615 01/01/2011]',-23.000
'[00:00:00.616 01/01/2011]',-23.200
